nama,area,rating,deskripsi,reviews,place_id,sentiment
"HN Cafe Establish – Coffee Shop with Meeting Room, Nobar & WFC Tomang Jakarta Barat",Tanah Abang,3.0,,"Cafe ini sebenernya punya banyak potensi tapi sayang tempatnya kurang nyaman.  Pros: + Staffnya ramah + Area parkir luas + Musiknya oke dan nggak mengganggu + Matcha lattenya enak dan artsy + Ada area sholat  Cons: - Banyak BANGET nyamuk - Mejanya nggak cocok buat yang mau WFC (buka laptop atau nulis) - Mejanya gerak-gerak terus - Kursi juga kurang cocok dipakai untuk duduk yang agak lama - Toiletnya kurang memadai  Untuk pengelola semoga mempertimbangkan ganti furnitur ke yang lebih nyaman buat duduk dan WFC, pastikan nggak ada nyamuk, dan upgrade toiletnya.  Makasih.",ChIJH2EfJgD3aS4RQTcFZyhFxEk,neutral
Monsieur Spoon Cilandak Townsquare,Cilandak,5.0,,"Tempat yang nyaman untuk berbagai kegiatan. Baik untuk me time, kerja, meeting, gathering, maupun webinar… makanannya tidak perlu diragukan lagi, harga premium untuk hidangan yang memang premium… pastrynya sangat authentic semua, makanan juga banyak pilihan mulai dari spagheti, mie ayam, signature wagyu, quiche, dll. Minuman juga beragam dari Coffee, tea, juice, mocktail dan lain2…",ChIJHd5JgafxaS4RPEXzlHly6LU,positive
Warung Sate Solo Mba Neza,Cakung,5.0,,"Salah satu warung sate yang menjadi referensi teman kantor buat makan siang, kecil tempat nya, harus sabar pakrirnya jika bawa mobil tapi terobati dengan mantap rasanya, tongseng nya enak, satenya enak yang sy bingung sate kambing dikasih bumbu kacang disini enak, biasanya bumbu kecap yg enak, tapi ini sama sama sama enak, jika lewat silahkan bisa mencoba.... terima kasih",ChIJPxMuHFCLaS4RTZqENNAS5Rc,positive
Sari Delicatessen & Cafe,Gambir,5.0,,"Happy banget ngerayain bday di sini. Servis nya oke, semuanya ramah dan makanannya enak semua. Ambil yg sari’s deli tea set nya dan sangat mengenyangkan buat porsi 2 orang cewe n harga nya reasonable in this economy haha. Home made sausage nya top tier, bestt!!",ChIJq6qqSy_0aS4RNzw22i8UEPI,positive
Warung Bang Hen Sunter (Pusat),Kelapa Gading Barat,1.0,,indomi bangladesh 20 rb. kl enak gapapa ini bisa2nya indomi tapi ngga enak. kok bisa ya orang masak indomi dan ngga enak? pesen nasi cumi hitam nasi nya lembek dan menye banget. tolong pak bener2 gak worth ayam geprek nya 26 rb NASI PUTIH 8 ribu jadi 34 ribu. biasa mah nasi ayam geprek 20 ribu. kira2 dong nasi putih 8 ribu. kl di korbeq gapapa ini mah tendaan hadeuh,ChIJF0H5tDf1aS4R_iESr0yLfy4,negative
Olatte - RSCM Kencana,Matraman,5.0,,"Olatte termasuk restoran yg decent untuk makan di RSCM Kencana. Letaknya di lantai dasar, samping Farmasi. Makanannya bervariasi, ada menu nusantara maupun western, enak2. Penyajiannya juga cukup cepat. Kalau weekdays rame tapi masih bisa duduk, makanan diantar dalam 20-30 menit. Kalau weekend lebih sepi, apalagi hari Minggu, hanya buka sampai jam 2 siang. Harganya memang cukup mahal, tapi masih worth the price.",ChIJNSnYR2r0aS4RotIYeqwgC7E,positive
Potluck by Grandma Suki,Daan Mogot,1.0,,"Promo discount 15% yang sangat aneh. Di flyer tidak ada term n condition, namun ternyata harus beli paket. Biasanya di resto lain, menu paket lebih murah dan tidak mendapat diskon.  Disini harus memesan harga paket yang lebih murah dan baru dapat diskon.  Pelayanan tidak menginformasikan di awal. Cara marketing yang sangat tidak elegan di zaman seperti ini.  Hati hati jangan sampai terjebak.  Harga mahal dibanding resto hotpot lainnya yang lebih ternama.",ChIJ9VBpKGz3aS4RQAkHPWGF-VI,negative
Aroma Ikan Bakar,Duren Sawit,5.0,,"Semoga selanjutnya kebersihan kol lalapan lebih diperhatikan..👍 Suka banget ada rumah makan ikan seperti ini, jarang2 di area Jaktim, semoga awet tahan lama langgeng, makin enak, makin baik pelayanannya.. Ikan pake minyak kelapa creamy..enak... Semoga next ada AC nya biar adem an nunggu makanannya... Saran: semoga next ada dabu dabu yg cabenya dikit aja, karena saya suka banget dabu dabu tapi ga kuat pedas 🙏😁 Pengen balik lagi di lain waktu..  Mantap, semoga sukses selalu laris manis...",ChIJLXk3XgDzaS4RofUi9Y3CoNE,positive
Warung Pojokan dan DIMSUM MIMIN,Ciracas,5.0,,"Makannya enak² maa sya Allah. Menu favourite sy nasi goreng katsu sambal matah, kue brownies.. dan kupi nya",ChIJC56T-r_taS4RZh7bvVSg9Fg,positive
Lapo Ni Tondongta,Matraman,5.0,Restoran nyaman pinggir jalan yang menawarkan masakan Batak & babi panggang di tempat makan simpel.,Enak. Sayur agak pahit khas batak. Saat kita datang tidak tersedia RW jd pesen di sebelahnya,ChIJDU5UUV70aS4ROvJxMNDCfwc,positive
Ikkudo Ichi Puri Indah Mall,Kembangan,5.0,,"Comfort fooodd dari dulu, rasanya ga berubahh Konsisten selalu juaraaa  Next pengen coba yang dry ramen nyaaa Kalo kesini favorit ku Buta signature, chicken karage, dan buta chasu donnn bessttt",ChIJhRNDuHr3aS4RS1_Ezw0GDZg,positive
RM PADANG SAHABAT ELOK,Bintaro,5.0,,"Bumbu semuanya pas! Pelayanan oke, tempat bersih. good luck. ☺️",ChIJlR2irT7xaS4Rfdjb4tiJA6w,positive
Nasi Uduk Bang Agus 151,Makasar,4.0,,enak dan murahhh,ChIJh2ZNUE2NaS4R1m3xuGxBjiI,positive
Ombé Kofie Pondok Pinang,Pesanggrahan,5.0,,"Aku mampir kesini untuk sarapan. Karena ternyata sudah buka dan ready buat kita order2 dari jam 7 pagi 😍  Pilihan menu nya cocok banget emang untuk breakfast, brunch dan lunch. Porsinya juga ga pelit. Untuk harga lumayan middle up lah ya.  Suasananya juga asik nih buat nongkrong n ngobrol santai sama teman2. Sealing nya lumayan tinggi jadi terasa luas. Trus pencahayaannya natural dari luar, karena kaca jendelanya lebar2.  Pilihan musiknya juga seru2, santai dan ga terlalu keras. Boleh lah buat wfc or sambil zoom an. Tapi mejanya kecil2 hehehe... Dan ga semua meja/spot ada colokannya.  Untuk pelayanan nya, super deh. Kita ga dibiarin nunggu lama hidangan yang kita pesan, dan waitress nya selalu gercep kalo kita minta tolong. Tapi nih, kalo boleh kasih saran,, mbak2 waitress nya sebaiknya menyesuaikan makeup dengan skin tone wajah. Soalnya ku perhatikan warna makeup nya sama semua. Sepertinya sudah aturannya. Tapi jadi kasian mbak2 yg warna kulitnya exostis.  Buat yang bawa kendaraan, parkirannya luas banget.  Kalau ditanya mau ke sini lagi atau tidak, tentu mau dong 😍",ChIJ2bg3xfPxaS4Rde_JrXLUsVw,positive
Nasi Uduk dan Seafood Pak Saroni,Kembangan,5.0,,"skrng sambalnya kbnykan tomat, tp yang lainnya masih ok, cm pelayanannya lama skrng. makan ber2 habis 58rb",ChIJeRT3L2n3aS4RbUcVghVGAEU,neutral
Warung Barokah,Pluit,5.0,,Keren & mantap abisss,ChIJ_9cPwf4dai4RTnDlYm7Mcok,positive
Warung Nasi Ibu Jum,Koja,5.0,,Nyaman,ChIJSWxJTo0fai4R14Gh8pD564I,positive
RUMAH MAKAN SINAR,Matraman,5.0,,"surprisingly dalam nya rapih dan bersih, lantai selalu tersapu dan toiletnya bersih, untuk ayam rendangnya lmyn, dendeng basahnya jg enak, cm jus buahnya rasa agak ke enceran.  minusnya pembayaran cm bisa cash, ga ada debit ataupun online",ChIJp5U9HOT1aS4RekH1OrtEQks,positive
KEDAI MAKAN H.JAANIH,Kalideres,5.0,,"Tempatnya luas dan nyaman banget, area parkir tersedia. Bersih dan pastinya makannya enakkk, baksonya garing dan berasa dagingnya. Ownernya ramah banget. Ada jual puding fuyo enakkkk bangetttt. Sukses terus yaa🫶🏻",ChIJSXGq6XsDai4RuQPUfLa37mg,positive
Bakmi Pinangsari,Kalideres,5.0,,"Tempat tdk besar, tapi cukup lega... Resto yg sdh termasuk legend ini krn sdh ada lebih dari 20th... Walau lokasi yg kurang strategis, namun makanannya enak2 dan harganya termasuk terjangkau... Menu Fav kita2 adalah Kangkung Hotplate Sapi, Pe Cam Ke, Mie Goreng dan Lindung Cah Fu Mak nya yg tdk kalah dengan Resto Angke namun jauh lebih murah... Rekomended buat penikmat Chinese Food...",ChIJS-MH9gv4aS4Rg1Fg7U8NF7A,positive
CJ Tomyum,Lebak Bulus,5.0,Masakan Thailand klasik seperti sup pedas hingga tumisan di tempat makan kasual & cocok untuk keluarga.,"Alhamdulillah... seenak itu beneran...  Kami sekeluarga ke sini buat makan malam  Karena kami semua suka banget tomyum, kayaknya ini perlu dicoba dan uenak pol!  Kami pesan yang Spesial, harganya 265k tapi puas banget bisa untuk sekeluarga ehehe  Dan Buncis Bawang Putihnya beneran enak banget semuanya juga suka  Parkiran mobil aman lah  Tempatnya juga nyaman banget  Bakalan ke sini lagi kalo lahi kepengen Thai Foods, belum cobain menu yang lain soalnya  Salam Makan Nyaman!",ChIJjQ8mKtTxaS4RdY4wnQkn89E,positive
Dapoer Balakenam,Tebet,5.0,,"Menu Indonesia variatif..bisa ala carte atau  prasmanan..tempat luas, yg smoking jg luas..rasa OK.. 👍",ChIJz82Mg4_zaS4RNYorwpVnqzU,positive
Ayam Bakar 7 Saudara,Pluit,2.0,"Ayam pedas, tahu, dan masakan klasik Indonesia lainnya disajikan di tempat simpel yang nyaman.",Beli bawa pulang di kasih timun rusak..  Replay : maaf tapi cepet banget timunnya rusak. Rumah saya cuma 5 min dr gg mazda . Jadi kalau dibungkus rusak itu bukan alasan yg benar. Seharusnya yg bungkus harus cek dulu sblm diberikan ke customer. Sorry kalau banyak komplain :),ChIJIc5Y5Sf2aS4RABXlqg-vhC0,negative
Warung Ojo Lali Tebet,Tebet,5.0,,"Kategori: Warung Makan  Makanan: warung makan ini walau terkesan sederhana akan tetapi penyajian makanannya cukup menggugah selera. warung ini menyajikan aneka makanan khas Jawa Timur, dalam kunjungan kali ini saya mencoba menu rawon  Pelayanan: Langsung ditunjuk langsung bayar dan langsung disajikan.  Harga: kisaran ±Rp 30.000/orang,  Tempat: Nah untuk tempat makan saya cukup kaget karena dari luar tampilannya kecil dan sederhana akan tetapi ketika sudah masuk ke dalam tempatnya luas dan nyaman, areal tempat makan terbuka dan tidak panas. Walaupun terlihat tua, tempat terawat dengan baik dan begitu juga dengan kebersihannya yang terjaga baik.  Kesimpulan: bintang 5 untuk makanan.",ChIJN1zrOKPzaS4RL_pYpvYtnG0,positive
"Salty Sam, Kelapa Gading",Kelapa Gading,2.0,,"Makanan ya standar, gak dpt sambel samsek cuma nasi telor stgh mateng sama salted egg kyk pada umumnya tp harga udh lumayan pricey + tax. Pelayanan tidak ramah, jutek, gak ada makasih makasihnya. Ya cukup tau aja sih.",ChIJr0lHAkH1aS4RHT7yLzApX_I,negative
Mcdonald's Pondok Indah,Pondok Indah,3.0,"Franchise makanan cepat saji klasik yang telah lama berdiri, terkenal dengan burger dan kentang gorengnya.","Ya standar Mcdonald, tapi yang satu ini sudah 2x salah bikin pesanan saya, terakhir kali kemarin saya pesan cheeseburger deluxe extra patty dan onion, malah dapetnya yang biasa. Sebelumnya saya pernah pesen fish sandwich dan malah dia tidak dapat patty.  Saya cukup kecewa dengan servicenya cabang ini.",ChIJ7dcOv6XxaS4RyMFL_RaGCm0,negative
Masakan Siantar Ali Chinese Food,Kalideres,4.0,,"Pertama kali makan di sini untuk masakan chinese food ala Siantar. Kami pesan ikan tahu tausi, capcay dan ayam goreng kering. Untuk overall masakan OK. Untuk taste memang sedikit berbeda dengan chinese food general, karena biasanya ada sedikit rasa manis. Untuk yang masakan di sini (typical masakan di daerah) cenderung rasanya asin saja. Food : 4/5 Price: 4/5",ChIJBQuy5KQCai4R_j3sZFd29ag,positive
Wei Cafe,Menteng,5.0,,"Recomended makanannya enak”, semua staff ramah dan friendly, ambience nya juaraa sihhhhh buat yg wfc disini bener” tenang dan ga berisik",ChIJgbihEBj1aS4RhJE8_ahut-A,positive
Waroeng Yesi,Sunter,3.0,,Tolong di update udah jauh2 kena macet ternyata tutup hari sabtu tapi di google tulisan nya open 😌 kemarin dateng weekday buka,ChIJS4nKaXr1aS4RvZ_DzmmH2Ek,neutral
Nasi Mandy & Kabsah Al Barkah,Jagakarsa,4.0,Warung sederhana khusus tunai yang menyajikan porsi besar masakan Afganistan dan Timur Tengah.,"Lokasi pinggir jalan hanya saja harus buka mata biar ga kelewatan karna tempat nya manjang ke belakang dan pintunya ada di samping Parkiran untuk motor lumayan luas tapi kalau buat mobil kalo sudah penuh aga susah karna jalan raya sempit jadi ga bisa parkir minggir di tepi jalan  Pelayanan ok ramah dan cepat Pengemasan juga rapi dan kencang jadi tidak perlu khawatir nasi nya berantakan Sangking kencang nya jadi aga susah pas buka kemasannya Hanya jual nasi dengan lauk kambing atau ayam Nasi nya ada 3 macam, kebuli - dominan kari, mandhi - gurih dan apa gitu (lupa) kata mas nya lebih berasa rempahnya Uda nyoba kebuli dan mandhi menurut saya lebih enak yang kebuli, lebih aromatik dan lebih berasa rasanya Dan kebuli lebih mahal dibanding 2 nasi lainnya  Uda coba juga ayam dan kambing nya Ini yang kedua kali nya kami beli, kalo ini ayamnya lebih berasa asin nya tetapi daging nya kering dan agak keras Kalau kambing menurut kami tetep kurang asin tapi daging nya empuk Walaupun ada bagian yang kering tapi tetep lembut, kalo ditambah garam sedikit pasti sempurna.... Anyway, kami sangat menikmati makanan nya, terimakasih....",ChIJSSjFyNHtaS4RpDb_2IyB0BI,positive
Cemara D'Balcony Cafe & Coffee,Kramat Jati,5.0,,"Makanannya enak, porsi juga sesuai. Cocok buat makan sama temen atau geng ghibah, hahaha. Ga jauh dari situ ada mushola didepan indomaret. Pelayannya ramah, dan pelayanannya bagus. Kemaren kesini trus temen ada yg pesen waffle, ditunggu lama bgt jadinya. Trus pas ditanya, katanya cetakannya rusak, ada kesalahan.  Di bikinin yg manual, kayak bentuk pancake gitu, eh pas lagi ngobrol2 tiba-tiba dikasih gratis waffle ice cream gratisss.  Katanya permintaan maaf gitu. Thankyou❤",ChIJL-CdN9rzaS4RTv8fFL0BWZk,positive
Sake+ Arcadia,Kebayoran Baru,5.0,,"niceee and cozy japanese restaurant. vibesnya elegan dan tenang, cocok untuk kumpul"" santai. sashimi nya freshhh banget 💯",ChIJ0XYfdgfxaS4RvNCZrmmcITc,positive
Warung Moro Seneng,Epicentrum Kuningan,5.0,,"Mantap rasanya tidak di ragukan boleh coba, maknyus, untuk pelayanan rama respon cepat",ChIJMzcXuHn1aS4RtEoFZ0xIM-4,positive
Shabu Hachi Lebak Bulus Jakarta,Lebak Bulus,5.0,Tempat makan all you can eat yang menyajikan aneka bahan segar untuk shabu-shabu dan yakiniku.,"Makanan disini lumayan enak, dagingnya fresh. Menunya beragam sangat banyak pilihan ada seafood juga. Ada sushi, sayurannya banyak, minumannya juga beragam. Layanannya sangat ramah, staffnya fast respon, mulai dari keluar lift langsung disapa dan diberikan senyuman ramah. Suasananya nyaman, tempanya luas dan parkirannya pun luas jadi gk usah takut gk dapat parkiran. Tempatnya strategis.",ChIJXXIdvSjuaS4RdWd5J0vIV24,positive
ayam goreng warjo,Klender,5.0,,"Alhamdulillah tempet Yaman, pelayanan nya ok, pertahan nya ya kaka2 ramah nya kalian. Terima kasih",ChIJgU9QIq-MaS4RjfoZR7ypFT0,positive
Kuali Nenek,Taman Sari,5.0,,Langganan de best menunya banyak dan enak poll semua,ChIJsZe8re_1aS4RGtcfPfBvwYU,positive
Rumah Makan Beringin Sari Masakan Padang,Grogol,5.0,,"Harga pas di kantong ga sampe 20 rb , makanannya enak enak pelayanan puas kasih bintang 5",ChIJ6Unm8fn3aS4RBZc6P0dFWaU,positive
Warung Tegal Mungil,Grand Indonesia,5.0,,Masakannya lezat dan karyawannya ramah,ChIJy0kQryD0aS4RQsnmpbGf9VA,positive
Sabana Asli Nasi Kapau Hj. Zaidar,Senen,5.0,,"Nasi kapau perantauan minang, Bebek hijaunya enak. Cuma susahnya kesini jauh dan ganjil genap",ChIJRUdsbEr0aS4RR7NikhTJtSA,positive
Ayam Gepuk Pak Gembus Resto And Cafe,Kebon Jeruk,3.0,,Tempat nya okeee banget nyaman dan makanannya pun lumayan yaa walaupun cukup pricey dari pa gembus lain nya tapi so far oke lahh,ChIJxYaC8bv3aS4Rv5fhBoqAJcQ,neutral
WARUNG NASI IBU TITI,Bintaro,1.0,,"Pelayanan lama,nunggu hampir 3 jam makanan ga semuanya Keluar.",ChIJYUefOarvaS4RFBtpsI6Dy5Q,negative
Liberté Italian Cuisine PP,Sudirman SCBD,5.0,"Bistro Prancis kasual menyajikan masakan tradisional, wine & koktail di tempat sejuk bergaya industrial-chic.","Restaurant dengan pelayanan yang sangat baik sekali, semuanya ramah, masakan yg disajikan juga cepat, rasa makanannya enak (kami pesan Maltagliati dan Steak). Ada smoking dan non smoking area. Lokasi di lantai 2 Pacific Place (lokasi dalam Galeries Lafayette). Top notch untuk waitress nya.",ChIJz0-1aFHxaS4RcquVKTlKl1U,positive
ZENBU PONDOK INDAH MALL 3,Kebayoran Lama,1.0,,such a scam.. kayanya better d kasih 2 chuck daging kaya d gambar dri pd aslinya daging slice d goreng pake tepung yg tebel,ChIJTQuiZyTxaS4Rc9hE1UVbMdw,negative
Restoran Sederhana Masakan Padang,Tanah Abang,4.0,,"Restoran padang yang rada nyempil di samping tamcit. Parkiran nya muat sekitar 4 mobil, tapi kalo penuh bisa parkir di pinggir jalan. Dalem nya luas & ber AC. Makanan nya biar bintang yang berbicara. Dendeng nya the best, rendang nya oke, ayam panggang oke, telor barendo nya sih yang dihidang nya masih anget, mantepp. Ada musholla juga. Untuk harga makanan nya aga pricey, tapi setimpal sama rasanya.",ChIJxUBggyD0aS4R4MHOV75wajA,positive
Waroeng Ikan Bakar Khas Papua,Senen,2.0,,"ikannya gak fresh, dabu""nya sama kaya sambel trasi biasa gak cocok buat ikan, colo""nya tomatnya tua dan gak ada kuah asamnya. dan yg paling menyebalkan bill nya itu gak ada rincian hrga, lsg aj total brp... anh...",ChIJpxhuUTX0aS4R7qj9sZ760ok,negative
Kedai Kosek Hang Jebat,Blok M,4.0,,Suasananya nyaman. nggak semua orang tau tempat ini karena lokasinya memang didalam pemukiman dekat Depkes. Sambel Kosek nya lumayan pedas. Utk yg suka sambel terasinya boleh dicoba.,ChIJLxHzjD_xaS4RviFxTATn7xc,positive
Warung Makan Sederhana,Pasar Rebo,5.0,,"Warung makan nya sederhana tapi rasa nya broo,,, mewah bingit",ChIJ2wcRJ7XtaS4R4WnhDEDMbLA,positive
Langgara Seafood,Penjaringan,1.0,,"buat yang gabisa nunggu sih ga cocok, kesini jam 10.20 malam makanan baru dtang jam 12an so ya buat yg dari jauh gbisa nunggu sran ku mnding coba yg lain yah,, pelayan juga kurang ramah",ChIJ-_0jgJkdai4RyOv98CR5Ww0,negative
Estella Indonesian Family Restaurant Kemang,Kemang,5.0,,"makanannya enak bgtt, bumbunya medok juga. aku pesen nasi bakul ayam taliwang enakk pedes, terus dapet sop sayur gurih bgt seger!! sama nyobain mie tek tek goreng kalo ga salah woww bumbunya enak bgt, smokey, ditambah sambel makin nampol. service nya juga juara, recommended😍😍",ChIJK9KSCv_zaS4Rd99V941qT20,positive
Kedai Gondes - Kalisari,Pasar Rebo,5.0,,"Terbaik makanannya , harga kaki lima rasa bintang toedjohh",ChIJCQFDjobtaS4RiXR8t6N3GOY,positive
Imperial Kitchen & Dimsum,Pancoran,5.0,,"Makan disini selalu double pesen, tdk prnah ckup 1 krn makanannya enak dan anak2 suka",ChIJVUIrv7LzaS4R8qatlz96XBU,positive
Warung Makan Nusantara,Pancoran,5.0,,Warung makan favorit di Pengadegan Utara Pancoran. Paling sering pesan menu Tumis Cahkangkung - Lele Crispy - Telor Dadar. Harga terjangkau. Meja makan dan tempat parkirnya terbatas. Pelayanan ramah.. 👍,ChIJB1YUog7zaS4RbQ9cmHMKoOI,positive
Sejuta Coffee & Space,Central Park Mall,5.0,,"bagus dan terjangkau!! cocok untuk nugas atau ngobrol bareng temen, highly recommend kwetiau rebus ayamnya dengan pilihan level yg pedas yaa!",ChIJD2CKPzH3aS4RSM6BtGCpN8Y,positive
Rumah Makan Manado Rahang Tuna,Matraman,5.0,,"Abis makan nasi campur ayam woku, bakwan jagung dan papeda disini enak bgttt, ayam woku nya enak, bakwannya garing, rasa papedanya juara. Harganya murah bgt, porsi nya juga cukup, pelayanannya ramah2 bgt disini. Semoga usahanya semakin sukses ya",ChIJI2ko9OXzaS4R45WwXUl6aCI,positive
Penyetan Cok Atrium Senen,Senen,4.0,,"Suka sekali. Menunya variatif. Porsinya sesuai harga, jd worth it. Tempatnya bersih. Waitersnya ramah bgt. Paling penting, sambelnya cukup kerasa pedasnya untuk selera saya yg suka pedas. krna biasanya ada yg bilang pedas tp ternyata tidak pedas.. Mampir aja kalo penasaran. 🫰",ChIJ____WDX0aS4RoVknkmTEDsc,positive
Sop Duren 88,Central Park Mall,5.0,Tempat makan minimalis & penuh warna dengan makanan khas Indonesia & berbagai kreasi sajian penutup durian.,Sudah makan dr bbrp thn lalu. Msh ada jejaknya. Makan lg kemarin2. Ternyata ada yg berubah.  Gelasnya berubah dr beling jd plastik. Ukurannya jg lebih kecil dr gelas kaca dulu 😅. Pas take away pun kemasannya berubah. Dulu pake gelas plastik gede. Skrg mangkok yg buat kemasan nasi ayam geprek. 3 foto awal sudah 5 thn lalu. Potongan durennya msh kotak2 besar. 2 foto terakhir foto kmrn udah kecil2 potongan kotak durennya,ChIJcUCbxln2aS4RFDCd6fdU4MA,neutral
Waroeng Kita Nusantara,Matraman,2.0,,"Menu Rata-rata gak ada, yg paling kecewa pesan mendoan kok yg dateng tempe goreng dan kecil lagi",ChIJTUHpi1D1aS4RwRKRfqEQ1VM,negative
RM. Sari Minang Baru,Tanah Abang,5.0,,"Yang khas disini dari jaman dulu : lidah cabe ijo, sama ayam pop. Kalo ke sini pasti pesen itu de.. Hrg per potong sktr 19rb..",ChIJ89DrydX1aS4Roq_HkEZ8lpQ,positive
Levant Boulangerie Patisserie & Restaurant,Kemang,5.0,"Resto Prancis kasual yang menyajikan makanan kafe populer, pastri, & roti di area terang dan kontemporer.","The food is awesome. Banyak pilihan dan benar2 di buat dengan serius. Tempatnya juga cozy walau dibatasi hanya 90 menit. Sekedar saran, ada beberapa waiter yg susah banget senyumnya. Pertama kali saya datang,  i just thought that they just had a bad day. But my second visit, the same waiters, the same ""no smile"" policy. :)",ChIJnTlS8ZTxaS4RCps2zu5GMZ0,positive
SOIA Modern Asian Cuisine,Sunter,5.0,,"Tempat estetik pol, lighting bagus untuk foto2, makanan variatif dan enak2. bisa jadi referensi restoran dan tempat nongkrong enak. gw nyobain tiramisu nya legit dan manisnya pas. kopi susu gula aren nya tipe yang light dan bisa di minum kapan aja.",ChIJnXs9O0H1aS4R9XphMNieDTA,positive
Gudeg AGOPE (Ayam Goreng Pertiwi),Pasar Minggu,5.0,Tempat makan di sekitar dengan dinding bambu & teras nyaman yang menyajikan ayam goreng klasik Indonesia.,"Tongseng kambingnya enak, empuk nggak bau prengus...",ChIJ7xBI2QryaS4REB6Mo3cxrj8,positive
RM Siang Malam Masakan Padang 24jam,Kemayoran,5.0,,Miss this place. Menunya banyak pilihan salah saty rumah makan padang yg digemari oleh orang orang pekerja di PRJ kemayoran. Siap siap menunya semua pedas tapi nikmat bikin ingin nambah teruss. Kesini di jam makan siang masih ada space kosong. Agak menyesal tak pesan Jengek siram.,ChIJ6dDl9Lv1aS4RqQhpKUEDRPY,negative
bebek pondok kelapa,Pondok Kopi,5.0,,"✨Makanan: Bebeknya empuk, lembut, makan pas anget2 wuuuuuuuuuuu sedap. Bumbu irengnya enak. Ga keasinan. Sambel ijonya pedes, hati2 ya. Mendoannya krispy tp dalemnya enak beneran pake tempe yg gedd2 buat mendoan. Es teh manisnya ada sepet2nya gitu enak.  ✨Layanan: Waitersnya ramah, pelayanan cepet, makanan cepet dateng.  ✨Suasana: Parkiran mobil sama motor agak sulit sih. Kalo rame ya riweuh. Bersih semua. Dekorasinya usung tema jadul gitu. Mushola ada lt2 tapi sempit cukup seorg doang atau max 2 org.  Goodlah👍👍❤️",ChIJIQ_IMwCNaS4RIM0Au7bV4hs,positive
Waroeng Bang UUD,Puri Indah,5.0,,suasana tempat santai ngopi enak sekali,ChIJEynU13T3aS4RoONtCAcjepo,positive
UNION Cafe Senayan City,Sudirman SCBD,5.0,,"Makanannya enak, tempatnya juga oke. Mas hirarki jg pelayananya baikk🥹 good jobb",ChIJZdzUeI3xaS4R85r1JRJ3Kb0,positive
Warung Joglo Si Embah 2,Cibubur,5.0,,Murah.. Enak.. Kenyang.. Tempat bermain anak² ada.. Toilet ada.. Mushollah ada.. Tempat parkir luas.. Buat kursi roda jg bs.. Suasananya sprti rmh tempo doeloe.. Bersih.. Bahan dan makanannya fresh.. Sistem prasmanan.. Bikin betah nggak mau plng 🤪,ChIJY7dIPwCTaS4Rpqeba7vaAkc,positive
Warung Nasi Alam Sunda,Grand Indonesia,5.0,Warung makan dgn hidangan dan suasana ala tradisional Sunda yg dipadu dgn spesial sambal dower dan lalapan.,"Salah satu warung paling ramai di seberang blok B Tanah Abang. Aneka masakan okahan sunda tersaji banyak sekali, dari lauk, sayur, tumisan hingga nasi semua porsi besar. Gelas minumannya pun porsi besar.",ChIJQ_r05pz2aS4REzGlMz7q3-w,positive
Rumah makan kecambah prasmanan,Senayan,4.0,,"Warteg versi elit, rasa masakan enak, terutama soto ayam kuahnya berasa bgd ayam kampungnya. Yang perlu diperbaikin: 1. Sikap pelayan utk tidak berisik pada saat tamu sedang makan. 2. Kebersihan terutama pest control, karena pada saat saya sedang makan, muncul tikuss yg lari dari dapur menuju tembok (naik lewat kabel).",ChIJiQXcCwD3aS4RGv-PC_YSSuQ,neutral
Dandang Gulo Restaurant,Tanah Abang,5.0,,"Tempatnya cozy, menu makanan nusantara, soal rasa lumayan enak, harga masuk akal, kopi gula aren ny mantaaab, hehehe",ChIJB_5bBpD3aS4RZxQKy0_4-mI,positive
Dapur MTW PonPin,Pondok Indah,5.0,,"Dulu mereka punya paket Lidah Sambal Matah (Lidah Sapi dengan sambal Matah). Dan juga puding cokelat yang lezat. Sayangnya, kedua menu itu sudah tidak tersedia lagi. Setidaknya di menu Grab Food. Yang spektakuler adalah lidah sapinya (sambal matah, cabe hijau, balado), bisa dipesan per potong, atau dipotong dadu (kriwil). Dan juga cakalang mereka. Rasanya luar biasa, hanya perlu hati-hati dengan rasa pedasnya. Mereka tidak pernah menyebutkan gaya masakan mereka, tetapi saya yakin mereka adalah orang Manado. Dengan bumbu yang kaya dan rasa pedas yang lezat.",ChIJ30i7yKfxaS4RuBER73yEki4,neutral
Sate Khas Senayan - Citra Garden 6,Kalideres,5.0,,"Untuk rasa makanan dan minumannya biasa aja dan over price. Tapi pelayanan nya bagus, staffnya ramah, tempatnya juga nyaman. Thnks sate khas senayan",ChIJQxNZQ7ACai4RW4VkSjdGyjk,neutral
Cabe Ijo Sunter,Sunter,3.0,,"Pesan 5 menu. Makanan rasanya enak, tapi total nunggu 48 menit sampe semua makanan keluar. Jeda antar makanan keluar bisa 10 menit.  Anehnya restoran gak dalam full capacity. Mungkin sekitar 70%. Masih ada beberapa meja besar yang kosong.  Terakhir kesini juga makanan keluar 1 per 1. agak lama meskipun gak selama ini.",ChIJiwqb9iL1aS4RZDZDOyBs2xc,negative
